H2,CO,C2H4,C2H6,CH4,C2H2,CO2,H2O,TDCG,Rogers Ratios,Duval’s Triangle,Japan ETRA diagram,Transformer condition,Warning gases,Fault
72.79278564,1360.413952,54.6101963,131.3305126,128.9925455,1.307200811,6538.016547,8.496086381,254.7631857,-,PD,Discharges + overheating,Warning,CO? & CO,Overheating
144.8277628,299.3009629,98.116169,147.6518928,38.29828919,3.142437822,1540.369032,47.98000217,1176.95563,-,PD,-,Warning,Ethane & Carbon Dioxide,Arcing
39.97396777,434.6290657,68.35340695,282.0462065,72.89531629,2.282367907,8774.046391,36.48537139,1494.152852,-,Thermal fault 300°C-700°C,-,Warning,-,Electrical
0.1234858,1080.340909,13.41319243,227.0765569,84.88424438,0.070909133,10982.70373,31.1688458,298.689747,-,PD,Thermal fault LOW temperature,Warning,Carbon Dioxide (CO?),Overheating
64.47676797,173.0611654,53.07142183,212.2039208,28.81229441,3.075371873,5896.03139,6.909204567,1446.068065,-,Electrical and thermal fault,-,Warning,Carbon Dioxide (CO?),PD
80.22892248,163.2539559,6.07100296,45.62641723,23.4767987,0.414668417,9356.641546,13.05237374,1230.75787,-,Thermal fault,No diagnosis available,Warning,Carbon Dioxide (CO?),PD
49.18453546,1327.966547,14.93757327,45.49499063,83.3396286,4.273107391,6403.469083,12.33686222,686.1771527,-,Electrical and thermal fault,Discharges + overheating,Warning,-,PD
148.3581191,435.6406791,47.29539544,188.1070954,29.72760818,0.747882686,3065.399455,12.8926157,1418.93383,-,Electrical and thermal fault,No diagnosis available,Warning,Ethane & Carbon Dioxide,Electrical
105.7861285,872.2671786,43.99682736,55.49376387,25.34788718,0.783139833,6945.111524,33.52977158,95.04782451,-,Thermal fault 300°C-700°C,No diagnosis available,Warning,CO,Overheating
118.6525615,637.9837051,37.83473156,224.0192331,16.20690194,2.640355822,8694.518063,49.94402097,200.7673185,-,Electrical and thermal fault,Discharges + overheating,Warning,C?H?,Overheating
74.18692719,1190.017914,96.24574545,363.8972835,71.74126344,1.456197912,5912.649084,35.122004,1447.17962,-,Electrical and thermal fault,-,Warning,CO? & CO,Overheating
73.8730865,614.6767169,86.64007331,85.77225394,106.4538316,3.112002195,10954.95401,45.13913732,260.9637703,-,Thermal fault,Discharges + overheating,Warning,Ethane & Carbon Dioxide,Electrical
67.41322047,458.9964738,3.39047015,272.2524103,67.02121732,1.703642611,8863.834881,40.32236981,1179.028845,-,Thermal fault,Thermal fault LOW temperature,Warning,-,Electrical
105.0126134,87.89336276,6.349957495,259.405794,51.47518623,3.823276658,2392.563695,26.82717071,1242.032402,-,Thermal fault,Thermal fault LOW temperature,Warning,Carbon Dioxide (CO?),Overheating
131.8061408,1460.79123,78.5531428,62.57458447,60.99817724,1.786233584,7628.457465,26.48566183,1379.142471,-,PD,-,Warning,CO? & CO,Overheating
130.0186744,1064.311063,25.82215564,279.248446,94.39850309,1.667946897,4086.814779,12.71398191,573.3219026,-,-,Discharges + overheating,Warning,CO? & CO,PD
130.9081754,734.9521573,36.34514737,358.7109088,141.6026383,3.598904344,9144.34847,23.35446659,35.04134183,-,Electrical and thermal fault,No diagnosis available,Warning,CO,Overheating
47.79213541,929.7511938,47.97470081,180.6391216,73.38724697,2.748072994,2831.049578,22.69666305,1111.005779,-,Thermal fault,Thermal fault LOW temperature,Warning,-,Arcing
140.0579046,239.7479485,58.75004722,228.449749,110.2327834,3.954986823,8617.844421,33.8098742,906.7747122,-,Thermal fault,Thermal fault LOW temperature,Warning,C?H?,Thermal
43.58077145,1108.308695,75.28197414,146.9535781,80.12365794,4.76456992,1945.740155,17.35291242,1472.964518,-,Thermal fault,-,Warning,CO,Thermal
70.62151999,1148.037951,98.39808593,398.8068504,116.1992039,1.51351289,10617.34811,24.33438904,703.6648109,-,Thermal fault,No diagnosis available,Warning,C?H?,PD
95.36179902,578.3789235,70.25805146,321.5729722,145.9800726,0.776673345,651.7503607,20.52625662,403.0540604,-,PD,Thermal fault LOW temperature,Warning,Ethane & Carbon Dioxide,PD
88.62520533,1124.075904,23.47164589,47.71430007,46.4742933,0.283766224,5025.515614,33.2880652,495.9825863,-,Thermal fault,No diagnosis available,Warning,-,Thermal
20.11893873,1190.357548,51.22822891,102.6943152,61.98367979,4.358457851,7441.928085,39.59719966,835.544123,-,Electrical and thermal fault,Thermal fault LOW temperature,Warning,Ethane & Carbon Dioxide,Arcing
102.4343387,1213.995207,66.66351629,354.321238,9.012513778,4.18210774,8956.77901,38.19238411,1302.144888,-,-,Discharges + overheating,Warning,C?H?,PD
120.110978,75.96442594,58.6832032,371.8385571,70.75372986,2.892571457,7910.609986,5.681683822,807.3047932,-,Electrical and thermal fault,Discharges + overheating,Warning,CO? & CO,Arcing
32.62025357,326.3273693,52.41560353,279.9332548,77.46591052,4.487000249,10905.4906,11.35584662,576.9237588,-,Thermal fault 300°C-700°C,Discharges + overheating,Warning,CO,Overheating
143.5041551,652.5025291,75.99244354,383.2568606,60.26065299,2.229861234,729.9898543,25.32627728,1418.749219,-,PD,Thermal fault LOW temperature,Warning,CO,Electrical
25.87121959,655.8991778,80.23764007,213.4221986,116.4953979,2.555726755,73.1844858,48.76219811,1416.233472,-,-,-,Warning,Ethane & Carbon Dioxide,Thermal
16.14043658,1.886472896,13.52885853,37.95087496,9.677901217,1.607136001,6042.172109,12.41377477,557.8162772,-,Thermal fault,-,Warning,Ethane & Carbon Dioxide,Arcing
61.17894855,950.7774857,27.71717513,388.5409249,75.7428665,0.613046389,3852.90582,36.10018605,738.9815771,-,Thermal fault,No diagnosis available,Warning,Ethane & Carbon Dioxide,PD
74.93582047,1441.074777,10.48484315,146.8215051,91.4075202,2.551455149,1269.077177,19.23889227,325.603845,-,Thermal fault 300°C-700°C,Thermal fault LOW temperature,Warning,CO,Arcing
49.71797893,760.3077846,82.43247646,246.5573877,91.98967786,4.170259659,9643.820578,27.85840072,651.4863227,-,-,No diagnosis available,Warning,CO,Arcing
28.86294892,423.2384966,99.51912114,201.2557077,149.3317297,4.105119309,9597.326159,21.6476276,183.4261125,-,Thermal fault 300°C-700°C,Discharges + overheating,Warning,CO,Arcing
6.209624575,870.2010998,40.42671277,337.4030433,86.28372259,0.739456209,8789.135758,46.8220215,1103.191054,-,Electrical and thermal fault,-,Warning,CO,Electrical
116.6694871,1.793775488,48.66934297,249.3156356,81.47578698,4.274139349,5008.94567,0.497340637,898.8312674,-,-,-,Warning,CO? & CO,Arcing
117.660899,1342.032334,9.028886143,40.51454757,138.803647,2.216022013,4124.168938,28.09597232,1311.222995,-,Thermal fault,-,Warning,CO? & CO,Electrical
116.0364895,644.8833881,46.72257977,57.45370894,90.82215809,1.450300411,2125.184362,44.37286692,1470.019367,-,Thermal fault 300°C-700°C,Discharges + overheating,Warning,CO,Arcing
114.1168496,618.5682166,77.51245908,6.390489666,46.54357222,4.717727622,9989.12083,48.51546678,127.9082529,-,PD,Discharges + overheating,Warning,C?H?,PD
128.2326333,1296.04309,24.23720493,124.728844,62.32416251,4.73064878,9688.380974,30.50304867,972.4065717,-,Thermal fault 300°C-700°C,-,Warning,-,Electrical
77.35867392,24.19748542,37.11109013,269.8798982,92.49534296,4.403238688,2676.545523,4.133186022,215.5375008,-,Electrical and thermal fault,Thermal fault LOW temperature,Warning,CO? & CO,PD
111.2470077,1480.469849,33.9526079,34.55093332,21.02479941,4.111391492,5636.813804,31.56205402,862.7354964,-,Thermal fault 300°C-700°C,Thermal fault LOW temperature,Warning,CO,Overheating
104.1482488,1425.230091,37.57646295,263.8442631,148.979068,2.288792585,3512.676041,12.29877515,1373.897827,-,-,Thermal fault LOW temperature,Warning,CO? & CO,Overheating
86.08572312,144.0777539,54.12315262,20.6019008,97.97334657,1.295900172,7462.071598,15.05384456,987.3878638,-,Thermal fault 300°C-700°C,Thermal fault LOW temperature,Warning,CO,Arcing
77.13613724,495.6625984,84.78251661,356.5807996,60.10319044,2.17173721,8826.04887,17.37443266,1237.540737,-,Thermal fault,No diagnosis available,Warning,Ethane & Carbon Dioxide,Electrical
6.017129937,96.37441403,77.39804344,23.6195806,137.4594061,4.719176169,1284.355709,45.50188684,1405.994582,-,-,No diagnosis available,Warning,-,PD
85.86376047,820.2562793,48.68119144,256.9393981,123.4319771,0.746229639,306.1163103,13.08366709,1123.898528,-,Thermal fault,No diagnosis available,Warning,CO,Electrical
85.06088107,1432.174687,48.05796731,264.7888941,35.67321855,1.265955419,7182.380542,17.96056135,1299.513179,-,Thermal fault,No diagnosis available,Warning,-,Electrical
33.59014405,800.6350446,23.0756237,327.1398355,127.4274919,2.377438958,9960.263543,6.727570178,618.2949925,-,PD,Thermal fault LOW temperature,Warning,CO? & CO,PD
80.96244039,237.9589188,36.59717527,74.23427106,3.878042067,2.515993041,180.4289668,27.10380509,513.0198015,-,PD,-,Warning,CO? & CO,Electrical
139.6752848,1466.087197,58.72822649,353.8819245,38.25432259,2.88638098,2945.050708,23.74929978,106.6230569,-,-,Thermal fault LOW temperature,Warning,Ethane & Carbon Dioxide,Electrical
7.523646273,132.1439476,99.50651671,48.70625225,96.81636082,3.876327308,1411.018601,49.7977356,637.9759366,-,PD,Thermal fault LOW temperature,Warning,Carbon Dioxide (CO?),Thermal
13.1863867,647.6965266,25.3093076,63.19865224,40.65411986,0.605209719,5790.635385,40.27085285,1247.680098,-,PD,Thermal fault LOW temperature,Warning,Ethane & Carbon Dioxide,Overheating
96.8750528,264.5397519,3.999254089,143.0553786,5.081292912,1.205143007,1240.944138,15.23714534,241.3829296,-,Electrical and thermal fault,No diagnosis available,Warning,-,Arcing
128.3200097,128.2331274,73.5630475,270.4509871,74.62556986,3.65357819,3019.319215,27.13045203,784.2076258,-,Thermal fault,Discharges + overheating,Warning,Ethane & Carbon Dioxide,Overheating
48.53188983,427.5558601,25.12026815,397.9254805,78.26906232,4.023690461,1092.418666,37.51183334,1366.660071,-,PD,-,Warning,CO? & CO,PD
132.5492201,273.0590728,51.6515743,184.7885181,103.9783228,2.383330764,7344.623427,44.37259396,426.5739037,-,Thermal fault 300°C-700°C,-,Warning,Carbon Dioxide (CO?),Overheating
16.52060921,700.260178,77.22120602,214.8833454,115.85776,1.119190622,9654.200414,35.03216066,1387.126713,-,PD,Discharges + overheating,Warning,CO? & CO,Arcing
96.30148083,931.2183021,11.88337525,1.846169633,103.9649973,2.631630643,7500.385817,4.686428746,863.5503356,-,-,Discharges + overheating,Warning,-,Thermal
129.2248519,1223.123077,94.2560825,369.5035385,107.4078525,2.72044548,5309.18083,9.376278736,920.3116979,-,Thermal fault,No diagnosis available,Warning,C?H?,Overheating
39.1107576,867.3304332,13.89770777,261.7390682,111.2270067,4.786879173,4521.901799,33.36068504,1445.420799,-,Thermal fault 300°C-700°C,Discharges + overheating,Warning,CO,Thermal
70.92647346,1382.924089,48.49258981,395.5624953,65.10684899,0.165337957,737.5197044,23.32633807,559.4295257,-,Electrical and thermal fault,Discharges + overheating,Warning,-,Arcing
14.6017164,334.6180341,68.69945525,282.791827,67.60663934,2.95387353,1477.361339,38.58476625,317.6267119,-,Thermal fault 300°C-700°C,No diagnosis available,Warning,-,Arcing
68.94986607,919.7631781,10.19719009,287.0114669,102.1443619,4.22313838,3756.843701,34.0648562,79.6529663,-,Thermal fault,Thermal fault LOW temperature,Warning,Carbon Dioxide (CO?),Thermal
131.4545274,572.6428521,47.84272368,178.2187667,20.49277864,4.679070314,6090.640281,34.0171974,489.7870767,-,-,Discharges + overheating,Warning,CO,Overheating
33.76849866,630.8321751,83.14662756,138.9419823,37.56882792,0.652665055,7139.639511,11.21447556,686.5854775,-,Electrical and thermal fault,-,Warning,Ethane & Carbon Dioxide,Arcing
45.61174943,1040.741451,99.21850392,274.7130382,111.7638724,1.331804397,1833.99655,11.63352147,932.1682958,-,-,Thermal fault LOW temperature,Warning,C?H?,Arcing
21.27384706,1333.699415,5.043064081,329.2685898,11.42695995,1.948782106,3790.04705,45.44444339,1412.302545,-,Thermal fault 300°C-700°C,-,Warning,Carbon Dioxide (CO?),Arcing
20.02861687,785.3896136,91.65103711,373.3579876,28.34719711,4.11528168,290.6390438,24.99991525,137.9026303,-,Electrical and thermal fault,Thermal fault LOW temperature,Warning,CO,Thermal
70.40113166,685.9452856,60.08092899,330.6607187,55.41092019,4.571461852,9410.653076,24.68402912,484.0295465,-,-,Thermal fault LOW temperature,Warning,CO,Electrical
91.33153548,815.1834786,21.45444206,44.1330184,82.31647123,4.631762147,3633.360021,13.47907354,385.6904635,-,Thermal fault,No diagnosis available,Warning,C?H?,Thermal
92.37372842,899.8656789,49.10881051,197.165896,69.05664223,3.117161607,3033.902255,14.0368554,1458.482715,-,-,Thermal fault LOW temperature,Warning,CO,Thermal
67.53643726,210.5275349,6.108510912,49.50223107,50.25751555,3.82807012,5591.731448,33.36402344,541.364587,-,Thermal fault 300°C-700°C,Thermal fault LOW temperature,Warning,Carbon Dioxide (CO?),PD
104.4914107,626.8509903,3.379629673,14.21450359,37.91976592,3.467543223,3053.844343,7.393454098,838.4194936,-,Thermal fault,No diagnosis available,Warning,C?H?,Overheating
110.4213001,493.9234585,63.38082395,208.8121931,142.2948738,2.585845751,7468.6824,45.4797874,368.1918663,-,Thermal fault,-,Warning,-,Overheating
103.5082867,1498.46358,82.8329728,9.634687139,49.67408162,0.324443978,5876.224877,23.12717321,1356.53457,-,Electrical and thermal fault,-,Warning,Ethane & Carbon Dioxide,Electrical
115.5415544,241.9159925,51.44894199,278.9580618,64.52092585,4.813347358,1742.811552,22.23100599,323.5826273,-,Thermal fault 300°C-700°C,Discharges + overheating,Warning,CO? & CO,Thermal
130.2949108,1279.0735,13.79600813,361.1580806,1.857723201,1.382488967,10826.27774,39.6331074,879.9932881,-,Thermal fault 300°C-700°C,-,Warning,-,Electrical
17.7502902,893.7083878,67.76239829,269.1827752,98.32235568,0.59434915,303.5172163,38.84382778,1100.679336,-,PD,No diagnosis available,Warning,-,Overheating
21.43421203,353.2081335,18.79268723,329.6243143,64.10934331,4.123068217,2915.785011,22.37205927,1283.208823,-,-,Thermal fault LOW temperature,Warning,C?H?,Arcing
68.7089565,1433.371355,70.68729476,108.7879878,111.3309834,3.952898949,1018.8239,0.998757456,701.3785125,-,Electrical and thermal fault,-,Warning,CO,PD
103.7688324,1417.728513,5.069651508,62.00374248,79.49748347,1.167036986,3126.238848,19.67057417,498.0182335,-,PD,Discharges + overheating,Warning,Ethane & Carbon Dioxide,Electrical
93.80037951,294.8959194,29.15133934,367.0270629,50.09045455,0.581014684,2982.865632,18.29431135,171.203378,-,PD,Discharges + overheating,Warning,CO,Electrical
58.16712557,1413.042926,40.27710349,384.9781188,62.11985286,0.052925125,3666.526715,47.51456865,5.934950607,-,-,Discharges + overheating,Warning,C?H?,PD
15.27116349,643.6011072,45.1784505,307.5092172,138.7576201,3.743103606,1422.188992,24.6896201,1483.822467,-,Electrical and thermal fault,No diagnosis available,Warning,-,Arcing
74.56597999,1071.402555,87.08962983,120.8824855,35.42579304,2.231677936,9527.050382,38.4714145,1408.605653,-,PD,Discharges + overheating,Warning,-,Arcing
41.63860853,1028.097975,22.86202942,280.5982661,132.5451601,1.227339123,9307.604571,29.66370707,1166.531954,-,Thermal fault 300°C-700°C,No diagnosis available,Warning,Carbon Dioxide (CO?),Overheating
86.66027032,1166.199283,46.47751045,113.8155414,30.44079258,0.143305261,10173.01584,40.94513997,1330.584807,-,Electrical and thermal fault,Discharges + overheating,Warning,-,Overheating
77.76079142,76.44377105,33.26829452,293.8573429,47.39678169,4.328610146,7603.692601,27.4148682,486.5255566,-,-,-,Warning,-,Arcing
34.11836365,1334.149083,55.53948276,387.1792752,98.93644397,1.283424717,10580.8352,24.51385909,920.5258852,-,Electrical and thermal fault,Thermal fault LOW temperature,Warning,CO,Thermal
149.0408969,433.4357011,46.74313885,76.88519543,31.68270703,4.995440493,5958.671783,5.520743174,1128.195631,-,Thermal fault 300°C-700°C,Discharges + overheating,Warning,CO,Thermal
43.5923072,867.4000119,82.61835386,52.74315829,56.36442814,3.888051204,10888.40273,20.63579959,691.3101808,-,Electrical and thermal fault,Thermal fault LOW temperature,Warning,C?H?,Arcing
95.44207868,668.1712459,96.08769967,40.95416094,55.61148361,2.362242595,482.862108,17.76724702,87.71792035,-,PD,Discharges + overheating,Warning,Ethane & Carbon Dioxide,Electrical
24.10832976,197.946454,98.42020228,322.464649,75.84702323,4.736916748,448.6742021,43.49609599,1058.24077,-,-,Discharges + overheating,Warning,Carbon Dioxide (CO?),Arcing
37.45688296,944.0181617,40.82805531,47.92076979,82.62815446,4.534947834,7497.374907,17.37879997,148.0691243,-,-,-,Warning,CO,Overheating
52.5116766,785.8602006,91.18538553,26.02516785,57.56917253,4.153379219,7029.52357,27.54818428,1280.740435,-,Thermal fault,Thermal fault LOW temperature,Warning,CO,Overheating
138.7259232,1074.331372,77.12084999,283.8828928,59.65053078,2.674114377,2173.69847,44.54394472,458.1898289,-,PD,-,Warning,Ethane & Carbon Dioxide,Thermal
64.09789835,103.2724408,97.91405639,303.3023551,131.7764157,1.315753714,10755.71078,45.67377587,550.3955777,-,Thermal fault 300°C-700°C,-,Warning,CO,Overheating
46.39661387,148.2045753,52.92928424,399.6404711,15.23830861,4.836989315,4282.665479,2.916304722,886.213516,-,PD,No diagnosis available,Warning,Ethane & Carbon Dioxide,Thermal
41.31941447,329.6217924,16.53246632,380.3186203,115.683411,3.092461574,9861.651543,17.2639005,183.9311371,-,Thermal fault,Thermal fault LOW temperature,Warning,Ethane & Carbon Dioxide,Arcing
134.6457835,721.4173724,38.09028164,303.2536151,12.53563341,4.243269786,9831.271327,20.6652772,1362.597922,-,Thermal fault 300°C-700°C,Discharges + overheating,Warning,C?H?,Thermal
93.33605641,764.3482357,63.34217692,186.375383,29.79585418,3.561044775,4293.253478,14.04702753,534.5494999,-,PD,-,Warning,-,Arcing
137.9487168,431.9437561,97.71808513,156.2289311,48.73869934,0.70328286,1525.342923,49.37897731,773.6102897,-,-,No diagnosis available,Warning,Ethane & Carbon Dioxide,Arcing
29.56605885,1069.480072,25.23519896,235.3177933,86.17434746,4.644047984,9707.716803,46.43502411,130.9691051,-,-,No diagnosis available,Warning,-,PD
58.77166385,1387.923894,72.45306296,273.0746321,67.81117331,1.17110425,10062.89665,45.30309584,575.7901881,-,Electrical and thermal fault,Thermal fault LOW temperature,Warning,CO,Overheating
89.35214653,38.21886298,99.57634798,357.4284019,12.25934564,0.255297495,1537.625733,40.13124333,360.3726649,-,Thermal fault 300°C-700°C,Thermal fault LOW temperature,Warning,-,Thermal
64.48328729,739.9034155,7.935319999,3.189390664,118.1761547,2.901384377,8880.524139,11.43267187,1493.414233,-,Thermal fault,Discharges + overheating,Warning,CO,PD
5.880388126,1202.680771,99.83308284,342.9912672,109.361656,4.930722034,8064.647164,18.06257016,6.856634523,-,Thermal fault 300°C-700°C,Discharges + overheating,Warning,Ethane & Carbon Dioxide,Thermal
46.76707294,915.3719333,92.91651515,265.8525787,144.752362,3.875815221,10016.92491,17.61888742,889.4057948,-,Thermal fault 300°C-700°C,No diagnosis available,Warning,CO,Overheating
35.05566519,1448.137895,39.90764532,356.9090666,16.77388324,4.9562744,1162.598545,34.56255962,93.72872097,-,Thermal fault 300°C-700°C,-,Warning,CO,Overheating
36.58796878,157.4763386,82.2455138,340.72779,47.02169336,0.443502157,6065.904567,19.93290229,1255.372819,-,-,No diagnosis available,Warning,CO? & CO,Overheating
115.4432911,1382.454756,70.0753209,137.8891237,91.48621807,2.279131126,4166.794721,6.63077567,1264.440769,-,Electrical and thermal fault,Discharges + overheating,Warning,-,Thermal
117.1680909,1195.418247,58.96359648,159.8534209,7.297869703,4.314828584,10969.35691,25.68622964,896.984493,-,-,Discharges + overheating,Warning,-,Arcing
125.0271941,1096.728615,60.37854448,247.8187281,67.42294778,0.702642202,1028.832775,27.49807837,422.191007,-,Electrical and thermal fault,-,Warning,-,PD
132.6563847,957.7222265,83.40850098,201.2428328,92.82420779,4.104770739,4427.852719,36.58498339,727.6066807,-,-,-,Warning,CO? & CO,Overheating
74.03675762,1195.471449,40.84901512,123.3098522,113.2063089,4.843491994,10261.47315,21.94956518,1145.406286,-,-,-,Warning,CO? & CO,PD
2.607115585,223.1472171,0.318886723,389.1718232,0.957313273,3.652962655,5628.097394,43.42865094,1318.136946,-,-,Thermal fault LOW temperature,Warning,CO,Thermal
18.24421841,1059.823397,90.78936223,152.3629576,142.3292198,4.452276534,10256.75889,2.042166378,555.7149477,-,Thermal fault,-,Warning,CO? & CO,Electrical
126.9146414,1023.87306,79.82133071,376.762461,142.2012962,2.645124961,4589.876035,0.206792906,1453.988052,-,Thermal fault 300°C-700°C,-,Warning,Carbon Dioxide (CO?),Electrical
115.4675265,685.034861,88.76724635,227.3641438,144.4440386,4.853762316,1683.476426,43.18211573,976.018783,-,Electrical and thermal fault,Discharges + overheating,Warning,CO? & CO,Overheating
57.12976143,53.52411424,12.62373495,30.23995047,99.5613922,0.783637631,5331.98556,27.01194969,83.56507909,-,Electrical and thermal fault,Thermal fault LOW temperature,Warning,CO,Overheating
58.04219058,924.1011594,16.79406805,308.3990681,123.6455087,0.537654267,1109.123682,16.19518816,658.9204363,-,-,Discharges + overheating,Warning,CO? & CO,Arcing
104.9730077,43.51106265,65.72507764,132.4164931,39.32708332,4.040128836,9125.493406,4.577993792,1483.367772,-,PD,Discharges + overheating,Warning,CO,Arcing
141.9087681,1229.58816,13.71493597,302.910723,132.3632307,1.253049454,5440.324211,38.74936644,350.6809007,-,Thermal fault,Thermal fault LOW temperature,Warning,CO? & CO,Overheating
27.71069104,135.1715886,78.25878498,155.3037138,93.00007452,0.050376009,6347.691388,17.41155612,309.7009623,-,-,No diagnosis available,Warning,Carbon Dioxide (CO?),Arcing
83.47435539,1250.159601,57.77967079,357.983012,97.03479253,2.426101597,1909.140784,28.8729164,496.7544196,-,-,Thermal fault LOW temperature,Warning,CO? & CO,Electrical
139.6290741,1159.276965,94.1681731,366.5021476,75.885114,4.564896006,8912.129448,6.08152866,925.5759081,-,-,-,Warning,CO? & CO,Overheating
68.90609342,830.1322336,81.98689852,89.32320536,125.9751631,0.367768274,4365.297019,18.20575611,1436.332982,-,PD,-,Warning,Carbon Dioxide (CO?),PD
143.5762112,752.6253502,5.100386356,96.5077821,103.3402938,2.823755794,2223.350108,44.63839576,131.564938,-,-,Discharges + overheating,Warning,Carbon Dioxide (CO?),Electrical
73.20369965,272.7368739,29.12319029,169.626211,93.21541969,4.77854161,8475.515347,13.18536721,1277.404636,-,PD,Thermal fault LOW temperature,Warning,C?H?,Overheating
31.74124002,606.693893,75.59954127,63.51732627,127.0613179,4.447945873,3215.137569,42.96145413,954.8292597,-,Thermal fault 300°C-700°C,Thermal fault LOW temperature,Warning,C?H?,Overheating
99.48809397,90.20533997,94.91506827,57.06650288,77.95516057,2.881773452,9690.055457,44.31878594,590.6842943,-,Thermal fault,Discharges + overheating,Warning,Carbon Dioxide (CO?),Electrical
25.26687155,169.2875462,13.96866646,172.1925787,120.0824333,2.647458096,10113.5776,25.38942877,1238.221941,-,Electrical and thermal fault,Thermal fault LOW temperature,Warning,Carbon Dioxide (CO?),Thermal
75.14337664,1140.305285,63.5741552,133.8165655,12.34963414,4.147346539,10601.09985,19.81422349,126.8889323,-,Thermal fault 300°C-700°C,Thermal fault LOW temperature,Warning,-,PD
73.10366658,1128.919702,48.04843406,16.25572354,57.22332199,0.966229554,1247.024352,40.94000268,1107.435341,-,-,-,Warning,-,PD
145.7017471,204.7523428,92.13114816,187.6205812,71.65486352,3.52019108,10322.94974,28.83307953,342.1427777,-,Thermal fault,-,Warning,C?H?,PD
6.297890013,577.8693133,54.70272815,225.8670023,97.11437273,3.626728535,218.1295324,4.52408788,868.5528688,-,Thermal fault 300°C-700°C,Discharges + overheating,Warning,Carbon Dioxide (CO?),Thermal
94.14808356,697.350491,77.3495912,143.5577208,44.48461018,3.657046268,4816.1324,29.73557722,348.6471018,-,PD,No diagnosis available,Warning,Ethane & Carbon Dioxide,Thermal
39.65475262,226.0026292,67.32214036,164.368837,83.44077782,1.781115697,7245.110607,16.21049601,1329.003433,-,Electrical and thermal fault,Discharges + overheating,Warning,CO,Overheating
85.66999425,1047.588375,84.7283844,316.5122149,65.34009367,2.71420355,10614.32299,21.20509161,13.41997868,-,Electrical and thermal fault,No diagnosis available,Warning,Ethane & Carbon Dioxide,Overheating
98.73634481,771.0099897,37.02692334,100.8208287,123.486612,0.247964861,8085.13222,25.54309591,841.4072961,-,Thermal fault,No diagnosis available,Warning,C?H?,Arcing
56.54135119,685.9913035,14.15816167,178.5160683,73.8265593,4.201261677,4748.339368,17.50384862,397.4067134,-,-,Discharges + overheating,Warning,-,Thermal
36.14115456,144.077569,84.17463814,163.2011862,58.38693101,3.2591934,2822.713796,27.26826352,342.2413687,-,-,No diagnosis available,Warning,-,Arcing
121.5784944,324.0702113,32.36969187,226.3531396,124.4099874,1.939175945,1430.154557,4.330107011,186.3866284,-,-,Thermal fault LOW temperature,Warning,CO? & CO,Arcing
75.83621934,1312.868158,4.090588557,368.6115534,82.3055695,4.992695977,7874.33393,26.15708016,621.5464735,-,Thermal fault,Thermal fault LOW temperature,Warning,CO,Thermal
133.4067613,503.3150037,25.40225799,105.702019,40.40056219,3.960061262,7267.799871,2.281432466,34.14379815,-,-,No diagnosis available,Warning,CO? & CO,Electrical
63.35419858,733.8713451,56.74410978,300.0445663,19.2563963,0.650387093,3290.664982,34.99233541,156.5270354,-,-,Thermal fault LOW temperature,Warning,C?H?,PD
21.34920975,1452.48638,79.40829956,324.2820063,37.31086831,1.990069555,8597.281977,47.47881859,1477.289438,-,Thermal fault,Thermal fault LOW temperature,Warning,Ethane & Carbon Dioxide,Overheating
57.63652097,1141.740548,38.12122893,390.1103866,114.1214883,2.276588467,10577.60929,38.5555987,943.7321122,-,Electrical and thermal fault,Thermal fault LOW temperature,Warning,Carbon Dioxide (CO?),Overheating
3.651613466,180.2399901,42.6692383,172.020332,8.290132818,2.495147567,10114.63242,35.81992834,1009.399051,-,PD,Thermal fault LOW temperature,Warning,Carbon Dioxide (CO?),Arcing
80.28343561,433.7195631,76.76182368,381.3440367,85.98763806,0.648021095,6077.683879,37.27774799,1122.6371,-,Electrical and thermal fault,Thermal fault LOW temperature,Warning,CO? & CO,PD
40.69201326,940.2740751,67.32475242,6.231557647,90.53807291,3.142352349,5000.563612,24.49518571,1124.436472,-,-,-,Warning,Carbon Dioxide (CO?),Thermal
21.08668985,916.8982434,69.95823717,163.2635304,44.34830364,0.767070751,6631.428826,14.64335808,510.6325786,-,Thermal fault 300°C-700°C,Discharges + overheating,Warning,Carbon Dioxide (CO?),Overheating
21.86060272,1299.617771,10.62605077,311.2847947,111.2637466,0.687507955,10874.69669,40.37064439,1272.444667,-,Electrical and thermal fault,Discharges + overheating,Warning,C?H?,Thermal
44.71039458,1476.064136,30.89658339,310.5548131,62.49163088,2.070275206,512.8812368,18.13395098,1469.004515,-,-,No diagnosis available,Warning,CO? & CO,PD
5.065002013,901.1958439,38.14955176,361.6809225,126.670126,0.600575999,9994.581846,44.34568563,945.8267308,-,Electrical and thermal fault,Thermal fault LOW temperature,Warning,Ethane & Carbon Dioxide,PD
149.0547096,441.1491258,24.29293393,141.4347844,58.11335313,1.089583771,6239.287593,2.078006925,562.641958,-,-,Thermal fault LOW temperature,Warning,CO? & CO,Electrical
40.96285794,734.3872664,74.71920181,201.1440917,83.26981567,1.209997333,9468.932404,34.04318248,704.0427966,-,Thermal fault,-,Warning,Carbon Dioxide (CO?),Electrical
108.6744981,518.0865447,44.44793834,371.4699697,7.086598146,2.064267778,6365.664382,22.88553346,1285.935705,-,PD,-,Warning,CO,Arcing
